BIDU,LULU,UL,RDS/A,RY,NVS,CP,GOLD,GIB,NGG,GOOGL,HD,WMT,VLO,JPM,JNJ,BA,DWDP,INTC,NEE
-0.033007716,0.077568379,-0.006489141,0.021791972,-0.009115714,0.027957392,-0.001002812,-0.055362752,-0.017621476,-0.009369559,-0.008005208,0.079024014,0.102583042,0.083146672,0.027827836,-0.005583554,0.067420594,-0.01062022,-0.019333627,0.014453389
-0.030191207,0.161811283,-0.032058636,0.028518513,0.030909663,-0.033319721,0.033943027,0.038198069,0.017297692,-0.033501517,0.004754046,0.042123943,0.00900383,0.061589644,0.011278963,-0.00907539,0.053551801,-0.022157991,0.017563502,-0.023580397
0.040827538,-0.018275221,0.006979227,0.039475605,0.044777116,0.059213645,-0.000964622,-0.019659765,0.038280964,-0.032654419,0.108849728,0.046550503,0.066053671,0.030733648,0.073431143,-0.024390472,0.188180833,0.047778759,0.029454281,0.000837483
0.007357729,0.022359096,-0.093267518,-0.100743069,-0.093733589,-0.089098585,-0.049233859,-0.211436389,0.00640835,-0.120175224,-0.080824028,-0.107325403,-0.170221218,-0.064087334,-0.016062398,-0.06864871,0.012356534,-0.079424666,0.015527782,-0.047164345
-0.130957345,0.083451659,0.061305586,-0.006903749,-0.035720004,-0.010496074,-0.024877028,0.065290567,-0.027437229,0.078378031,-0.075932114,-0.031897699,-0.021215736,0.010551225,-0.063317388,-0.028758588,-0.110217872,-0.10917971,0.041165174,0.058041518
0.108045208,0.10372932,-0.00872969,0.079330486,-0.022573811,-0.067562409,0.017545291,0.065818611,-0.011598344,0.014902773,-0.034004466,0.020695209,-0.021841369,0.179643837,-0.021837935,-0.02906267,0.001214311,-0.023486278,-0.024941665,-0.012558007
-0.050314635,0.03553091,-0.020582715,-0.008479008,-0.023122952,-0.045370036,0.03965668,-0.035665689,0.04337475,-0.022392279,0.062860511,-0.00203101,-0.07811884,0.082718362,-0.033345673,-0.064271707,0.043814296,0.002691671,0.058090365,-0.005482573
-0.015828016,0.170839675,-0.017642,-0.022672181,-0.021478486,-0.003954399,-0.065749158,-0.022190901,0.013628358,-0.016925283,0.008894364,0.028190217,0.020036701,-0.103203056,-0.043901228,-0.003263134,-0.064921646,0.010590725,-0.117098522,-0.003589772
-0.001627854,-0.058076597,0.012465724,-0.03125186,0.026224275,0.091840344,0.064877199,-0.166582737,-0.002562918,-0.050521532,0.067984942,-0.006425605,0.022968515,0.049022165,0.089711767,0.073308295,0.043135866,0.024404723,-0.05121735,-0.015776156
-0.10301364,0.272352509,-0.013751746,-0.051551441,0.000610441,-0.029876867,0.042291956,-0.085412277,-0.000310181,-0.039239414,-0.015536988,0.002399692,0.060861001,-0.01648066,-0.022487791,0.003897315,-0.052387159,0.00603273,-0.006171287,0.002636217
-0.010644218,0.028438131,-0.053767631,0.024253275,-0.011932547,0.017589135,-0.01138662,0.042981631,-0.036981556,-0.041867534,-0.040426293,0.011419556,-0.040700266,-0.055393729,-0.035543996,0.005479007,0.064562697,-0.103346835,-0.043897229,-0.035055337
-0.190345581,-0.155379233,-0.057664864,-0.094107855,-0.103666044,-0.006375092,-0.054208417,0.11120818,-0.064577444,0.010160302,-0.117977201,-0.172416715,0.046367602,-0.220672091,-0.048226859,-0.008291121,-0.067282068,-0.183024488,-0.030133209,0.007772977
-0.031596264,-0.080356289,0.011086594,-0.051811565,-0.016464737,0.024304759,0.009671639,-0.003959059,0.012129006,-0.003281468,-0.004744692,0.008869951,-0.048457366,-0.136293815,-0.002326195,0.033558899,-0.040237901,0.057702434,0.036002988,0.037595287
-0.180769561,-0.105666892,-0.060707981,-0.058396901,-0.087833065,-0.085625172,-0.181194845,0.044250904,-0.064341652,-0.125470634,-0.081429661,-0.070270421,-0.063889808,-0.084834128,-0.145175349,-0.144643232,-0.093093933,-0.09867219,-0.071398072,-0.066552835
